loan_id,installment_no,risk_bucket,pred_prob,target,missed_payment_last_3m,late_payment_last_3m,dpd_trend_slope,max_dpd_last_3m,sma_encoded,rolling_30d_balance_volatility,both_shocks_flag,income_shock_flag_3m,cash_flow_trend,bureau_score,risk_tier_encoded,grade_encoded,emi_to_income_ratio,payment_ratio_last_month
LN00016107,35,RED,0.5708734604696847,0,0.0,1.0,-27.0,54.0,0,0.23726666666666665,0,0.0,-0.14374999999999996,521,2,7,0.18024804676828934,1.0
LN00016108,4,GREEN,0.00941296776809535,0,0.0,1.0,0.5,39.0,4,0.42750000000000005,0,0.0,-0.1315,641,1,5,0.029426997504590612,1.0
LN00016110,47,RED,0.4856920737288792,0,0.0,0.0,0.0,0.0,0,0.2121666666666667,0,0.0,0.05279999999999996,571,1,5,0.11605450112920837,1.0
LN00016111,9,RED,0.5153237838098981,0,0.0,0.0,0.0,0.0,0,0.4044666666666667,0,0.0,-0.14429999999999998,0,3,8,0.2726839697267713,1.0
LN00016112,16,AMBER,0.27375648753634646,0,0.0,0.0,0.0,0.0,0,0.08166666666666667,0,0.0,0.16855,690,0,2,0.05207283463135467,1.0
LN00016114,33,RED,0.5978023244280452,0,0.0,2.0,-30.0,60.0,0,0.4042666666666667,0,0.0,0.005749999999999977,0,3,8,0.16075922964610997,1.0
LN00016115,28,AMBER,0.39342371245107854,0,0.0,0.0,0.0,0.0,0,0.26743333333333336,0,0.0,-0.0116,654,1,4,0.13601629719607247,1.0
LN00016116,12,GREEN,0.19746293831272504,0,0.0,0.0,0.0,0.0,0,0.07939999999999998,0,0.0,0.020000000000000018,792,0,0,0.22140147661687531,1.0
LN00016117,19,RED,0.5172802841101631,0,0.0,0.0,0.0,0.0,0,0.19463333333333332,0,1.0,-0.022150000000000003,649,1,5,0.1163828563846256,1.0
LN00016119,26,RED,0.5290712261957798,0,0.0,0.0,0.0,0.0,0,0.14923333333333333,0,0.0,-0.033299999999999996,711,1,5,0.18214195877961703,1.0
LN00016120,24,AMBER,0.28415390389155526,0,0.0,0.0,0.0,0.0,0,0.11416666666666668,0,0.0,0.029349999999999987,711,0,1,0.2032972436291428,1.0
LN00016122,16,RED,0.455797009361514,0,0.0,0.0,0.0,0.0,0,0.09116666666666666,0,0.0,0.173,722,0,1,0.06973177633414372,1.0
LN00016125,43,RED,0.464091318863444,0,0.0,1.0,3.5,7.0,1,0.2667,0,0.0,0.07275000000000004,551,1,5,0.08607293654925097,1.0
LN00016126,12,AMBER,0.25305817779516215,0,0.0,0.0,0.0,0.0,0,0.44343333333333335,0,0.0,0.03865000000000002,651,2,7,0.40444181526240175,1.0
LN00016127,22,RED,0.5401485593994225,0,0.0,0.0,0.0,0.0,0,0.1874,0,0.0,-0.09820000000000001,663,1,4,0.10646148213239601,1.0
LN00016128,13,RED,0.46146933839145665,0,0.0,0.0,0.0,0.0,0,0.10536666666666666,0,0.0,0.07655,743,0,1,0.05437177745299314,1.0
LN00016130,8,RED,0.46108186282876085,0,0.0,1.0,-15.5,31.0,0,0.0752,0,0.0,-0.05435000000000001,707,0,1,0.1880774822543402,1.0
LN00016131,5,AMBER,0.3329828315808104,0,0.0,0.0,0.0,0.0,0,0.1557666666666667,0,0.0,0.0812,725,0,1,0.10564395231858056,1.0
LN00016134,5,RED,0.5283891822273573,0,0.0,0.0,0.0,0.0,0,0.44749999999999995,0,0.0,-0.08400000000000002,533,2,7,0.6640485496811356,1.0
LN00016135,5,RED,0.45350441714002937,1,0.0,0.0,0.0,0.0,0,0.2281,0,0.0,-0.06240000000000001,688,1,4,0.30313188606511826,1.0
LN00016137,21,RED,0.4775398760675446,0,0.0,0.0,0.0,0.0,0,0.18463333333333334,0,0.0,-0.07,759,0,0,0.062425440712415875,1.0
LN00016138,15,AMBER,0.34800103246798886,0,0.0,0.0,0.0,0.0,0,0.07596666666666667,0,0.0,-0.15585,760,0,0,0.27642145160099435,1.0
LN00016139,6,GREEN,0.13977502881130352,0,0.0,0.0,0.0,0.0,0,0.2202333333333333,0,0.0,0.20675,622,1,5,0.2826881248311267,1.0
LN00016140,4,GREEN,0.009946635421872683,0,0.0,2.0,4.0,13.0,4,0.35603333333333337,0,1.0,-0.23665,635,1,5,0.21402337363502413,1.0
LN00016141,6,GREEN,0.11226465376619556,0,0.0,1.0,-25.0,50.0,0,0.19133333333333336,0,0.0,0.05884999999999996,617,1,5,0.14558018288521904,1.0
LN00016142,17,RED,0.5176799991578432,1,0.0,0.0,0.0,0.0,0,0.26986666666666664,0,0.0,0.08504999999999999,0,3,8,0.18906013363028953,1.0
LN00016143,18,AMBER,0.2290521329228056,0,0.0,0.0,0.0,0.0,0,0.08773333333333333,0,0.0,-0.16249999999999998,699,0,2,0.1766341810738046,1.0
LN00016144,5,AMBER,0.2865491081277808,0,0.0,1.0,-19.5,39.0,0,0.07923333333333334,0,0.0,-0.049299999999999955,827,0,0,0.03255580792243673,1.0
LN00016145,11,RED,0.8479679327451226,0,0.0,1.0,0.0,21.0,0,0.3106666666666667,0,0.0,-0.3672,529,2,7,0.1986002284408909,1.0
LN00016146,21,AMBER,0.41894181600774444,0,0.0,0.0,0.0,0.0,0,0.23983333333333334,0,0.0,0.08470000000000003,677,1,4,0.1410163838880974,1.0
LN00016147,21,RED,0.5154285675261067,0,0.0,1.0,0.0,49.0,0,0.3969333333333333,0,0.0,-0.09765000000000001,658,1,4,0.11638641859349706,1.0
LN00016151,5,AMBER,0.3614920195675232,0,0.0,0.0,0.0,0.0,0,0.18126666666666666,0,0.0,0.14834999999999998,745,1,5,0.042460333173063323,1.0
LN00016153,5,RED,0.46191071737099576,0,0.0,0.0,0.0,0.0,0,0.1641,0,0.0,0.02479999999999999,745,0,1,0.16029461717098192,1.0
LN00016154,17,AMBER,0.3605238715043017,0,0.0,0.0,0.0,0.0,0,0.12816666666666668,0,0.0,0.043399999999999994,774,0,0,0.1571211712739263,1.0
LN00016155,5,GREEN,0.01012840447262167,0,0.0,1.0,14.5,29.0,4,0.4325333333333334,0,1.0,-0.11380000000000001,630,1,5,0.2563375465591989,1.0
LN00016158,44,RED,0.4551769389439151,0,0.0,0.0,0.0,0.0,0,0.09806666666666668,0,0.0,0.09570000000000001,763,0,0,0.056335599334073255,1.0
LN00016159,10,RED,0.5061192589945416,0,0.0,0.0,0.0,0.0,0,0.2611,0,1.0,-0.04249999999999998,653,1,4,0.22844397310907694,1.0
LN00016160,22,RED,0.5273238842177653,0,0.0,1.0,-1.0,2.0,0,0.2446,0,0.0,0.14629999999999999,0,3,8,0.13885797451093512,1.0
LN00016161,24,AMBER,0.21140618316381954,0,0.0,1.0,9.5,19.0,1,0.3463333333333333,0,0.0,0.12569999999999998,717,1,5,0.08038807305861774,1.0
LN00016162,12,AMBER,0.2341501990517292,0,0.0,0.0,0.0,0.0,0,0.2323666666666667,0,0.0,-0.06485000000000002,657,1,4,0.4656961438635521,1.0
LN00016163,35,RED,0.4874709122690793,0,0.0,2.0,-3.0,8.0,1,0.19486666666666666,0,0.0,-0.02839999999999998,647,1,5,0.06713149961732502,1.0
LN00016165,16,RED,0.47005119381125676,0,0.0,0.0,0.0,0.0,0,0.12379999999999998,0,0.0,-0.1497,757,0,0,0.11725378094091789,1.0
LN00016166,39,RED,0.49878131065917936,0,0.0,0.0,0.0,0.0,0,0.09143333333333332,0,0.0,0.06555,705,0,1,0.0933309351609931,1.0
LN00016168,11,RED,0.8335841315392823,0,0.0,0.0,0.0,0.0,0,0.22606666666666664,0,1.0,-0.35059999999999997,680,1,4,0.15058672819621535,1.0
LN00016169,7,RED,0.8491160209591337,0,0.0,0.0,0.0,0.0,0,0.4862666666666667,0,1.0,-0.27499999999999997,585,2,7,0.2647034297242771,1.0
LN00016170,24,AMBER,0.21147312863026618,0,0.0,0.0,0.0,0.0,0,0.18506666666666668,0,0.0,0.012699999999999989,646,1,5,0.03641487999711488,1.0
LN00016171,24,AMBER,0.3468123732617703,0,0.0,2.0,-15.5,51.0,0,0.36333333333333334,0,0.0,-0.11350000000000002,0,3,8,0.15421476073106077,1.0
LN00016174,20,RED,0.5233144327332376,0,0.0,1.0,0.0,35.0,0,0.2623,0,0.0,0.06270000000000003,605,1,5,0.23367544577130706,1.0
LN00016175,58,GREEN,0.17848139984164343,0,0.0,0.0,0.0,0.0,0,0.13296666666666665,0,0.0,0.07680000000000003,730,0,1,0.07497126635740496,1.0
LN00016177,11,RED,0.5847250617384087,0,0.0,0.0,0.0,0.0,0,0.3261,0,0.0,0.11789999999999998,558,2,7,0.19993389643775247,1.0
LN00016180,14,RED,0.5324952389447514,0,0.0,1.0,-20.5,41.0,0,0.3814666666666667,0,0.0,-0.1487,577,2,7,0.2040272554311756,1.0
LN00016181,41,AMBER,0.429607947127084,0,0.0,0.0,0.0,0.0,0,0.07323333333333333,0,0.0,0.00045000000000000595,773,0,0,0.06247532894736842,1.0
LN00016182,16,RED,0.5309639246762299,0,0.0,0.0,0.0,0.0,0,0.28800000000000003,0,0.0,-0.027200000000000002,726,1,5,0.04874186172348187,1.0
LN00016184,23,RED,0.5188534634004772,0,0.0,0.0,0.0,0.0,0,0.4756,0,0.0,-0.07324999999999998,524,2,7,0.057375809516423,1.0
LN00016185,14,RED,0.5428291142860526,0,0.0,0.0,0.0,0.0,0,0.5729333333333334,0,0.0,0.056749999999999995,0,3,8,0.06539165040370414,1.0
LN00016187,23,AMBER,0.42083042070295756,0,0.0,0.0,0.0,0.0,0,0.3057,0,0.0,0.0020000000000000018,695,1,4,0.1344658875237239,1.0
LN00016188,5,AMBER,0.35344951930973273,0,0.0,0.0,0.0,0.0,0,0.1123,0,0.0,0.0766,732,0,1,0.06868264245665893,1.0
LN00016190,4,AMBER,0.3902815290376712,0,0.0,0.0,0.0,0.0,0,0.11986666666666668,0,0.0,-0.13515,676,0,2,0.2952191046448051,1.0
LN00016191,12,AMBER,0.2731223338904004,0,0.0,0.0,0.0,0.0,0,0.23360000000000003,0,0.0,0.03539999999999999,704,1,5,0.22327181153000622,1.0
LN00016195,7,RED,0.5567294867347764,0,0.0,0.0,0.0,0.0,0,0.39430000000000004,0,0.0,0.06920000000000004,513,2,7,0.1620438568203805,1.0
LN00016196,11,AMBER,0.38983642289842846,0,0.0,0.0,0.0,0.0,0,0.2877,0,1.0,-0.04660000000000003,639,1,5,0.2477883979561166,1.0
LN00016198,13,RED,0.5393374992112447,0,0.0,0.0,0.0,0.0,0,0.2149,0,0.0,0.17735,556,2,7,0.11272366059984619,1.0
LN00016200,24,AMBER,0.2881190348503425,0,0.0,1.0,0.0,22.0,0,0.10010000000000001,0,0.0,0.061950000000000005,694,0,2,0.053682194011776,1.0
LN00016201,21,AMBER,0.2813151221129862,0,0.0,0.0,0.0,0.0,0,0.0831,0,0.0,-0.024150000000000005,769,0,0,0.20028668720290527,1.0
LN00016202,9,RED,0.5180838119731971,0,0.0,1.0,-20.5,41.0,0,0.2157,0,0.0,0.01805000000000001,669,1,4,0.2999912989230365,1.0
LN00016203,36,AMBER,0.3234062205965065,0,0.0,0.0,0.0,0.0,0,0.16090000000000002,0,1.0,0.009500000000000008,586,1,5,0.1501677063687799,1.0
LN00016206,32,AMBER,0.3149016981875685,0,0.0,0.0,0.0,0.0,0,0.12253333333333333,0,0.0,-0.003049999999999997,726,0,1,0.031148537749925397,1.0
LN00016207,36,AMBER,0.39595724607070026,0,0.0,0.0,0.0,0.0,0,0.36613333333333326,0,0.0,-0.06595000000000001,492,2,7,0.13410378348136234,1.0
LN00016210,33,RED,0.5157530026872392,0,0.0,0.0,0.0,0.0,0,0.45603333333333335,0,0.0,-0.12555000000000005,0,3,8,0.18166551075002477,1.0
LN00016211,48,GREEN,0.13388482137720173,0,0.0,0.0,0.0,0.0,0,0.28783333333333333,0,0.0,0.2461,653,1,4,0.060924534712522176,1.0
LN00016212,32,RED,0.586351298177034,0,0.0,1.0,-3.5,7.0,0,0.156,0,0.0,-0.19985000000000003,681,1,4,0.05181075904162068,1.0
LN00016214,12,GREEN,0.19446297781089955,0,0.0,1.0,14.5,29.0,1,0.4445333333333333,0,0.0,-0.008950000000000014,647,1,5,0.11613393284224624,1.0
LN00016217,6,GREEN,0.1268890028829617,0,0.0,0.0,0.0,0.0,0,0.12326666666666668,0,0.0,-0.03325,800,0,0,0.15772755100025673,1.0
LN00016218,24,AMBER,0.36908155148364213,0,0.0,0.0,0.0,0.0,0,0.35366666666666663,0,1.0,-0.02030000000000004,557,2,7,0.14773257236037504,1.0
LN00016219,23,RED,0.539924554639622,0,0.0,0.0,0.0,0.0,0,0.28419999999999995,0,0.0,-0.11295,547,1,5,0.053862170931044395,1.0
LN00016220,16,AMBER,0.38076917393247106,0,0.0,1.0,0.0,33.0,0,0.06696666666666667,0,0.0,-0.07120000000000004,724,0,1,0.15760055826656225,1.0
LN00016221,10,RED,0.5481928763373337,0,0.0,0.0,0.0,0.0,0,0.157,0,0.0,0.09760000000000002,670,1,4,0.15793967703859965,1.0
LN00016223,6,GREEN,0.14530610334800376,0,0.0,0.0,0.0,0.0,0,0.2813666666666667,0,0.0,0.04454999999999998,646,1,5,0.3312210259062485,1.0
LN00016225,36,GREEN,0.12973260502004944,0,0.0,0.0,0.0,0.0,0,0.2207,0,0.0,0.1347,685,1,4,0.11127587933624575,1.0
LN00016226,16,RED,0.5333088956568747,0,0.0,2.0,12.5,25.0,1,0.16720000000000002,0,0.0,0.1483,590,1,5,0.09401390550239234,1.0
LN00016227,8,RED,0.4639257825989991,0,0.0,0.0,0.0,0.0,0,0.19646666666666665,0,0.0,0.04544999999999999,683,1,4,0.22443160882338298,1.0
LN00016228,6,RED,0.46261893050060104,0,0.0,1.0,-24.5,49.0,0,0.11913333333333335,0,0.0,0.10225000000000001,703,0,1,0.3374242044367682,1.0
LN00016230,22,RED,0.5071811234184478,0,0.0,1.0,2.5,5.0,1,0.2612333333333334,0,0.0,-0.06224999999999997,594,2,7,0.07874010695187166,1.0
LN00016231,9,RED,0.5348894798136424,0,0.0,2.0,6.5,26.0,1,0.2683666666666667,0,1.0,0.10499999999999998,605,2,6,0.41596754807692304,1.0
LN00016232,34,RED,0.5131230356220512,0,0.0,0.0,0.0,0.0,0,0.11073333333333334,0,0.0,-0.06260000000000002,702,0,1,0.05485157887619177,1.0
LN00016234,4,RED,0.5323815131747075,0,0.0,1.0,-10.5,21.0,0,0.15516666666666665,0,0.0,-0.014600000000000002,612,1,5,0.11209975938237675,1.0
LN00016235,9,AMBER,0.3651817374849708,0,0.0,0.0,0.0,0.0,0,0.18743333333333334,0,0.0,0.08450000000000002,698,1,4,0.15230593803786577,1.0
LN00016236,5,AMBER,0.42724137268723666,0,0.0,1.0,0.0,39.0,0,0.08676666666666666,0,1.0,-0.060950000000000004,713,0,1,0.345740863945255,1.0
LN00016239,34,RED,0.5464661948149127,0,0.0,0.0,0.0,0.0,0,0.22329999999999997,0,0.0,0.27605,597,1,5,0.04569041303524062,1.0
LN00016240,31,RED,0.5137910709096937,1,0.0,0.0,0.0,0.0,0,0.2434666666666667,0,0.0,0.05754999999999999,642,1,5,0.04751066290753994,1.0
LN00016241,11,RED,0.5938586049611102,1,0.0,0.0,0.0,0.0,0,0.7798333333333334,0,0.0,-0.05259999999999998,535,2,7,0.22566556914393224,1.0
LN00016242,47,AMBER,0.30513290036395935,1,0.0,1.0,-2.0,4.0,0,0.2679333333333333,0,0.0,0.009099999999999997,729,1,5,0.06307126099706745,1.0
LN00016244,8,RED,0.5505754933626461,0,0.0,0.0,0.0,0.0,0,0.3154333333333333,0,0.0,-0.038500000000000034,542,2,7,0.21973728758382707,1.0
LN00016246,9,RED,0.5297173396003623,0,0.0,0.0,0.0,0.0,0,0.4896333333333333,0,1.0,0.1727,0,3,8,0.43774746172948165,1.0
LN00016247,16,AMBER,0.39154443366380276,0,0.0,0.0,0.0,0.0,0,0.26483333333333337,0,0.0,-0.1068,620,1,5,0.13684460361524933,1.0
LN00016248,41,RED,0.5928083556738017,0,0.0,1.0,0.0,24.0,0,0.22873333333333334,0,0.0,-0.16324999999999998,556,2,7,0.11936151344960096,1.0
LN00016249,21,AMBER,0.41809004802150734,0,0.0,0.0,0.0,0.0,0,0.11933333333333333,0,0.0,-0.05790000000000001,754,0,0,0.021600691190965842,1.0
LN00016251,30,RED,0.5170706697990455,0,0.0,1.0,0.0,45.0,0,0.0981,0,0.0,-0.003699999999999981,733,0,1,0.07147214048853393,1.0
LN00016252,24,GREEN,0.15919180230713917,0,0.0,0.0,0.0,0.0,0,0.047499999999999994,0,0.0,-0.04959999999999998,700,0,1,0.14927087491019397,1.0
LN00016253,9,RED,0.5320349733688343,0,0.0,0.0,0.0,0.0,0,0.3935666666666666,0,1.0,0.0932,562,2,7,0.19132838533777644,1.0
LN00016254,33,AMBER,0.42012006608517677,0,0.0,0.0,0.0,0.0,0,0.10736666666666667,0,0.0,0.10599999999999998,769,0,0,0.054513139771913396,1.0
LN00016257,20,RED,0.513717851624178,0,0.0,0.0,0.0,0.0,0,0.5648,0,0.0,-0.041600000000000026,554,2,7,0.18728299988390543,1.0
LN00016259,35,AMBER,0.42394665015099803,0,0.0,0.0,0.0,0.0,0,0.2332,0,0.0,-0.03920000000000001,660,1,4,0.10969198598394937,1.0
LN00016261,36,GREEN,0.185739552261493,0,0.0,0.0,0.0,0.0,0,0.07086666666666668,0,0.0,-0.07264999999999999,710,0,1,0.06158318325078794,1.0
LN00016262,24,AMBER,0.27876485593777384,0,0.0,1.0,0.0,28.0,0,0.2218,0,1.0,-0.1461,744,1,5,0.09750101793712362,1.0
LN00016263,11,RED,0.5356240775421375,0,0.0,0.0,0.0,0.0,0,0.17600000000000002,0,0.0,0.03234999999999999,649,1,5,0.31400858683700716,1.0
LN00016264,9,RED,0.46171293307801714,0,0.0,1.0,-18.0,36.0,0,0.4655666666666667,0,0.0,-0.05845,533,2,7,0.2459746591820369,1.0
LN00016266,18,GREEN,0.1348925683992079,0,0.0,0.0,0.0,0.0,0,0.14326666666666668,0,0.0,-0.07440000000000002,751,0,0,0.3129397944696099,1.0
LN00016268,18,AMBER,0.21319764658047546,0,0.0,1.0,-4.0,8.0,0,0.17639999999999997,0,0.0,0.2078,768,0,0,0.10807549998790839,1.0
LN00016269,24,AMBER,0.2896764303702457,0,0.0,0.0,0.0,0.0,0,0.3889333333333333,0,0.0,-0.011149999999999993,664,2,7,0.09769868601424321,1.0
LN00016270,17,AMBER,0.23078017221817207,0,0.0,0.0,0.0,0.0,0,0.08383333333333333,0,0.0,-0.11509999999999998,793,0,0,0.15398550652997064,1.0
LN00016272,24,AMBER,0.2974709356895777,0,0.0,0.0,0.0,0.0,0,0.12316666666666665,0,0.0,0.036849999999999994,775,0,0,0.21811612492333823,1.0
LN00016274,11,RED,0.5708961445784202,0,0.0,1.0,13.0,26.0,1,0.46736666666666665,0,0.0,-0.008199999999999985,593,2,7,0.2679678007290401,1.0
LN00016275,5,RED,0.5079366224739459,0,0.0,0.0,0.0,0.0,0,0.4106,0,0.0,0.00045000000000000595,0,3,8,0.6110744521310049,1.0
LN00016276,16,AMBER,0.4115938792650223,0,0.0,0.0,0.0,0.0,0,0.22046666666666667,0,0.0,-0.07855000000000001,646,1,5,0.1768745946583338,1.0
LN00016279,24,AMBER,0.28597787806364844,0,0.0,0.0,0.0,0.0,0,0.44463333333333327,0,0.0,-0.12870000000000004,614,2,6,0.19836790278650743,1.0
LN00016281,36,AMBER,0.3990499909348557,0,0.0,1.0,0.0,24.0,0,0.0902,0,0.0,-0.052200000000000024,708,0,1,0.09172540067915823,1.0
LN00016288,4,RED,0.5009655260103352,0,0.0,0.0,0.0,0.0,0,0.36176666666666674,0,0.0,-0.0668,702,1,5,0.10214852737273544,1.0
LN00016289,9,AMBER,0.3742220598954868,0,0.0,0.0,0.0,0.0,0,0.17106666666666667,0,0.0,-0.05535000000000001,642,1,5,0.35903656790873206,1.0
LN00016290,13,RED,0.6058609620813573,1,0.0,1.0,0.0,2.0,0,0.6265333333333333,1,1.0,0.07089999999999999,549,2,7,0.12846085613850652,1.0
LN00016291,5,RED,0.4562018928828586,0,0.0,0.0,0.0,0.0,0,0.12033333333333333,0,0.0,-0.20865000000000003,682,0,2,0.055726849228832226,1.0
LN00016292,38,AMBER,0.3728142160188574,0,0.0,1.0,5.5,11.0,1,0.2684666666666667,0,0.0,0.047750000000000015,685,1,4,0.14640453660369623,1.0
LN00016293,32,RED,0.5270663090570441,0,0.0,0.0,0.0,0.0,0,0.5081000000000001,0,0.0,0.19179999999999997,550,2,7,0.05788502885594658,1.0
LN00016294,23,RED,0.5199705080634602,1,0.0,0.0,0.0,0.0,0,0.2844,0,0.0,0.18000000000000002,602,2,6,0.25988964696185723,1.0
LN00016296,16,AMBER,0.4248268851200971,0,0.0,0.0,0.0,0.0,0,0.3564,0,0.0,-0.0020499999999999963,649,1,5,0.1334965548738111,1.0
LN00016297,12,GREEN,0.17371070822557677,0,0.0,0.0,0.0,0.0,0,0.0981,0,0.0,0.06124999999999997,722,0,1,0.334656691413971,1.0
LN00016298,23,RED,0.4609860061400137,0,0.0,0.0,0.0,0.0,0,0.11973333333333334,0,0.0,-0.12340000000000001,743,0,1,0.11495940959409594,1.0
LN00016300,6,AMBER,0.25462557074662606,0,0.0,0.0,0.0,0.0,0,0.19940000000000002,0,0.0,-0.028149999999999953,601,1,5,0.24506906745498522,1.0
LN00016302,17,RED,0.5648407560415879,0,0.0,0.0,0.0,0.0,0,0.3860666666666666,0,0.0,0.10339999999999999,581,2,7,0.19019423598410795,1.0
LN00016303,14,RED,0.4957616973835499,0,0.0,0.0,0.0,0.0,0,0.10640000000000001,0,0.0,0.09139999999999998,723,0,1,0.026258892291213077,1.0
LN00016305,16,RED,0.504958318703824,0,0.0,0.0,0.0,0.0,0,0.4098333333333333,0,0.0,0.03650000000000003,565,2,7,0.18543267140165243,1.0
LN00016306,15,RED,0.5748000074262342,0,0.0,0.0,0.0,0.0,0,0.21246666666666666,0,0.0,0.04224999999999998,687,1,4,0.12188916188916189,1.0
LN00016307,6,GREEN,0.1275124045725822,0,0.0,0.0,0.0,0.0,0,0.27026666666666666,0,0.0,0.009899999999999964,511,2,7,0.4005115459636318,1.0
LN00016308,35,AMBER,0.40006172734339185,0,0.0,0.0,0.0,0.0,0,0.21026666666666669,0,0.0,-0.12335000000000002,634,1,5,0.07123465026957823,1.0
LN00016310,4,RED,0.5492828393514558,0,0.0,0.0,0.0,0.0,0,0.41043333333333337,0,0.0,0.04299999999999998,0,3,8,0.24266308976324305,1.0
LN00016316,14,AMBER,0.4347373229534849,0,0.0,1.0,0.0,49.0,0,0.2909333333333333,0,0.0,0.07125000000000004,697,1,4,0.04221011443337024,1.0
LN00016319,18,AMBER,0.2221377357191924,0,0.0,0.0,0.0,0.0,0,0.11343333333333333,0,0.0,-0.07645000000000002,732,0,1,0.01865696503600819,1.0
LN00016321,10,RED,0.5831853109966141,1,0.0,1.0,0.0,6.0,0,0.3256333333333333,0,0.0,0.10055,0,3,8,0.38445845833588443,1.0
LN00016323,18,AMBER,0.2931089688349787,0,0.0,0.0,0.0,0.0,0,0.36296666666666666,0,0.0,-0.16640000000000002,523,2,7,0.2135099608576269,1.0
LN00016324,31,RED,0.5459191781566459,0,0.0,0.0,0.0,0.0,0,0.5549333333333334,0,0.0,-0.04685000000000003,575,2,7,0.1060013112108528,1.0
LN00016325,15,RED,0.4581646394659078,0,0.0,0.0,0.0,0.0,0,0.14366666666666666,0,0.0,-0.21425,654,1,4,0.08058038627169516,1.0
LN00016326,23,AMBER,0.3843332322186035,0,0.0,0.0,0.0,0.0,0,0.22810000000000005,0,0.0,0.025749999999999995,654,1,4,0.06273267855949756,1.0
LN00016328,5,RED,0.5489309162741327,0,0.0,0.0,0.0,0.0,0,0.4252666666666667,0,0.0,-0.023050000000000015,436,2,7,0.10789713072812038,1.0
LN00016329,30,RED,0.5419726128164218,0,0.0,0.0,0.0,0.0,0,0.21183333333333332,0,0.0,0.043899999999999995,716,1,5,0.07814175612441508,1.0
LN00016330,34,RED,0.5580757540167829,0,0.0,0.0,0.0,0.0,0,0.5690333333333334,0,0.0,-0.11254999999999998,510,2,7,0.06490291388318474,1.0
LN00016335,35,AMBER,0.3257646247585779,0,0.0,0.0,0.0,0.0,0,0.08436666666666666,0,0.0,0.04259999999999997,742,0,1,0.053875091613443615,1.0
LN00016336,12,RED,0.5481709715570839,0,0.0,0.0,0.0,0.0,0,0.4175333333333333,0,0.0,0.03210000000000002,0,3,8,0.08692603040275818,1.0
LN00016338,6,GREEN,0.1440340554913632,0,0.0,0.0,0.0,0.0,0,0.3666333333333333,0,0.0,0.025000000000000022,553,2,7,0.14708880658655513,1.0
LN00016340,48,GREEN,0.11817356765215259,0,0.0,0.0,0.0,0.0,0,0.15733333333333333,0,0.0,0.02865000000000001,619,1,5,0.04440052501388258,1.0
LN00016342,22,AMBER,0.4308791614477863,0,0.0,1.0,0.0,44.0,0,0.1596,0,0.0,0.04485,719,0,1,0.17377651553697143,1.0
LN00016344,16,RED,0.5085425160357078,0,0.0,0.0,0.0,0.0,0,0.44393333333333335,0,0.0,0.04059999999999997,0,3,8,0.22677159105938366,1.0
LN00016345,23,RED,0.6001110532533703,0,0.0,0.0,0.0,0.0,0,0.26363333333333333,0,0.0,-0.013450000000000017,0,3,8,0.07140398224781096,1.0
LN00016346,57,RED,0.4866509403574667,0,0.0,1.0,-7.5,15.0,0,0.19066666666666665,0,0.0,0.10910000000000003,655,1,4,0.054618743232386746,1.0
LN00016348,6,RED,0.5177405779417945,0,0.0,0.0,0.0,0.0,0,0.3217333333333333,0,0.0,-0.12079999999999999,0,3,8,0.41518072289156627,1.0
LN00016351,17,AMBER,0.4191902953397209,0,0.0,0.0,0.0,0.0,0,0.2522333333333333,0,0.0,-0.016400000000000026,673,1,4,0.1628546431696038,1.0
LN00016353,24,GREEN,0.16556091874255333,0,0.0,0.0,0.0,0.0,0,0.7542,0,0.0,0.021750000000000047,583,2,7,0.2321877444589309,1.0
LN00016354,58,RED,0.5477380884487909,0,0.0,1.0,0.0,28.0,0,0.24336666666666665,0,1.0,0.06974999999999998,0,3,8,0.09876891615541923,1.0
LN00016355,7,RED,0.45014241205184075,0,0.0,0.0,0.0,0.0,0,0.10623333333333333,0,0.0,0.09620000000000001,731,0,1,0.05651275453796209,1.0
LN00016356,15,RED,0.569904683380736,0,0.0,0.0,0.0,0.0,0,0.2645,0,0.0,0.18344999999999997,559,2,7,0.18211231631671476,1.0
LN00016357,20,AMBER,0.42938935540958967,0,0.0,0.0,0.0,0.0,0,0.1195,0,0.0,0.07305,722,0,1,0.037607511945771756,1.0
LN00016358,7,RED,0.5960038291415017,0,0.0,0.0,0.0,0.0,0,0.5309333333333334,0,1.0,-0.04620000000000002,579,2,7,0.25105378988931326,1.0
LN00016360,56,RED,0.4771938211918563,0,0.0,0.0,0.0,0.0,0,0.08496666666666668,0,0.0,-0.004400000000000015,712,0,1,0.0662273127753304,1.0
LN00016362,8,RED,0.5525389014082623,0,0.0,1.0,-1.0,2.0,0,0.3129,0,0.0,0.04624999999999996,604,2,6,0.2360233612273361,1.0
LN00016364,11,RED,0.4698150290202689,0,0.0,0.0,0.0,0.0,0,0.08446666666666665,0,0.0,0.029249999999999998,793,0,0,0.04182517463693016,1.0
LN00016365,16,AMBER,0.3344452385728512,0,0.0,0.0,0.0,0.0,0,0.08373333333333333,0,0.0,-0.08339999999999997,737,0,1,0.1889130555741025,1.0
LN00016366,35,AMBER,0.384480783900421,0,0.0,2.0,-12.5,26.0,0,0.14846666666666666,0,0.0,0.16925000000000004,688,1,4,0.11425095982769923,1.0
LN00016370,48,AMBER,0.2137582857712486,0,0.0,0.0,0.0,0.0,0,0.2536,0,0.0,-0.0035499999999999976,633,1,5,0.07812157058362432,1.0
